276,447,438,447,438,573,276,573
289,599,476,501,509,564,322,662
328,674,377,649,388,670,338,695
964,892,1001,880,1008,902,971,914
861,947,926,918,934,935,869,965
904,972,993,932,1003,955,914,995
972,967,1052,931,1062,954,983,990
958,974,981,974,981,994,958,994
874,1016,954,976,966,999,886,1039
705,1075,829,1017,847,1056,722,1113
726,1148,845,1093,860,1127,742,1181
