438,828,684,850,680,890,434,867
348,862,421,846,426,871,353,887
272,899,758,907,755,1058,270,1051
476,1006,711,1044,700,1113,465,1075
310,1051,436,1016,454,1083,328,1117
401,1102,447,1102,447,1135,401,1135
542,1102,632,1102,632,1135,542,1135
456,1104,535,1104,535,1135,456,1135
300,1131,398,1142,396,1165,297,1155
567,1146,727,1131,729,1156,569,1171
401,1146,416,1146,416,1166,401,1166
434,1146,454,1146,454,1166,434,1166
458,1146,555,1146,555,1170,458,1170
300,1164,414,1180,410,1207,296,1191
412,1179,432,1179,432,1203,412,1203
449,1181,593,1181,593,1205,449,1205
300,1197,412,1211,408,1237,296,1223
429,1212,650,1208,650,1236,430,1241
298,1232,354,1243,349,1267,293,1255
590,1250,678,1241,681,1265,593,1275
353,1243,534,1254,533,1280,351,1269
534,1254,592,1250,594,1273,536,1277
296,1260,333,1268,329,1289,292,1282
330,1269,365,1269,365,1294,330,1294
365,1274,407,1274,407,1302,365,1302
460,1280,515,1280,515,1305,460,1305
407,1283,425,1283,425,1305,407,1305
520,1287,546,1287,546,1305,520,1305
